timestamp,job_id,molecule,r,basis,run_id,parameters,qubits,depth,total_gates,shots,single_qubit_gates,two_qubit_gates,multi_qubit_gates,e_sqd,e_ccsd,e_fci,delta_ccsd,delta_fci,sampling_dim,post_cr_dim,sub_space_dim,sym_space_dim,hil_space_dim,postcr_sym_ratio,sub_sym_ratio,sym_hil_ratio,cr_iter,cr_batches,cr_samples_per_batch,cr_max_davidson_cycles,pre_time,benchmarking_time,sampling_time,cr_time,post_time,sleep_time,total_time,memory_mb,hostname,job_metadata,resource_estimation,count_ops,counts_dict
2025-12-04 16:54:11,019aea48-d587-7a90-b4a9-ce20fbf8198b,HeHp_r1,0.55,sto3g,1,2,4,64,86,10000,36,50,0,-2.7171237067502076,-2.717123706259458,-2.7171237067502068,4.907496631290087e-10,8.881784197001252e-16,16,4,4,4.0,16,1.0,1.0,0.25,10,1,100000000.0,200,1.5645422749998943,0.338055376000284,21.065568469000027,0.11489941399986492,0.0004900580001958588,0.5,23.083555592000266,656.1792,Anurag-Legion,"{'shots': 10000, 'timestamps': {'received': '2025-12-04T16:53:53.230572Z', 'validation_started': '2025-12-04T16:53:53.239233Z', 'fetch_calibration_started': '2025-12-04T16:53:53.244962Z', 'fetch_calibration_ended': '2025-12-04T16:53:53.281848Z', 'compilation_started': '2025-12-04T16:53:53.290600Z', 'compilation_ended': '2025-12-04T16:53:53.407449Z', 'save_sweep_metadata_ended': '2025-12-04T16:53:54.625169Z', 'pending_execution': '2025-12-04T16:53:54.635774Z', 'execution_started': '2025-12-04T16:53:59.581444Z', 'execution_ended': '2025-12-04T16:54:04.081476Z', 'post_processing_pending': '2025-12-04T16:54:04.115818Z', 'post_processing_started': '2025-12-04T16:54:04.119223Z', 'ready': '2025-12-04T16:54:04.169930Z'}}","{'r': 36, 'cz': 18, 'move': 32}","OrderedDict([('r', 36), ('move', 32), ('cz', 18), ('measure', 4), ('barrier', 1)])","{'1010': 279, '1110': 557, '0100': 525, '0000': 1064, '0011': 1158, '0101': 335, '1111': 1277, '1101': 602, '0001': 481, '1011': 459, '0010': 531, '0110': 315, '0111': 457, '1100': 1268, '1001': 278, '1000': 414}"
2025-12-04 16:54:29,019aea49-266f-75d1-9338-5f98fe2d1ab4,HeHp_r1,0.55,sto3g,2,2,4,64,86,10000,36,50,0,-2.7171237067502076,-2.717123706259458,-2.7171237067502068,4.907496631290087e-10,8.881784197001252e-16,16,4,4,4.0,16,1.0,1.0,0.25,10,1,100000000.0,200,1.5645422749998943,0.338055376000284,16.467528882999886,0.10881901499988089,0.00027027400028600823,0.5,18.47921582300023,657.195008,Anurag-Legion,"{'shots': 10000, 'timestamps': {'received': '2025-12-04T16:54:13.958898Z', 'validation_started': '2025-12-04T16:54:13.967083Z', 'fetch_calibration_started': '2025-12-04T16:54:13.974747Z', 'fetch_calibration_ended': '2025-12-04T16:54:14.009989Z', 'compilation_started': '2025-12-04T16:54:14.016784Z', 'compilation_ended': '2025-12-04T16:54:14.153965Z', 'save_sweep_metadata_ended': '2025-12-04T16:54:16.205701Z', 'pending_execution': '2025-12-04T16:54:16.219226Z', 'execution_started': '2025-12-04T16:54:16.238534Z', 'execution_ended': '2025-12-04T16:54:20.733960Z', 'post_processing_pending': '2025-12-04T16:54:20.767799Z', 'post_processing_started': '2025-12-04T16:54:20.771253Z', 'ready': '2025-12-04T16:54:20.969543Z'}}","{'r': 36, 'cz': 18, 'move': 32}","OrderedDict([('r', 36), ('move', 32), ('cz', 18), ('measure', 4), ('barrier', 1)])","{'1111': 1259, '0011': 1151, '0000': 1049, '1100': 1158, '1101': 581, '0010': 594, '0001': 511, '1110': 593, '1001': 290, '1011': 499, '0111': 475, '0100': 460, '0110': 318, '0101': 327, '1000': 434, '1010': 301}"
2025-12-04 16:54:44,019aea49-6675-7ed1-8a27-fac1f94bc35c,HeHp_r1,0.55,sto3g,3,2,4,64,86,10000,36,50,0,-2.7171237067502076,-2.717123706259458,-2.7171237067502068,4.907496631290087e-10,8.881784197001252e-16,16,4,4,4.0,16,1.0,1.0,0.25,10,1,100000000.0,200,1.5645422749998943,0.338055376000284,15.843461198999648,0.13346128200009844,0.00020339200000307756,0.5,17.879723523999928,657.195008,Anurag-Legion,"{'shots': 10000, 'timestamps': {'received': '2025-12-04T16:54:30.740347Z', 'validation_started': '2025-12-04T16:54:30.748167Z', 'fetch_calibration_started': '2025-12-04T16:54:30.752363Z', 'fetch_calibration_ended': '2025-12-04T16:54:30.787881Z', 'compilation_started': '2025-12-04T16:54:30.844590Z', 'compilation_ended': '2025-12-04T16:54:30.969730Z', 'save_sweep_metadata_ended': '2025-12-04T16:54:32.210621Z', 'pending_execution': '2025-12-04T16:54:32.221485Z', 'execution_started': '2025-12-04T16:54:32.238296Z', 'execution_ended': '2025-12-04T16:54:36.672851Z', 'post_processing_pending': '2025-12-04T16:54:36.708449Z', 'post_processing_started': '2025-12-04T16:54:36.712282Z', 'ready': '2025-12-04T16:54:36.866594Z'}}","{'r': 36, 'cz': 18, 'move': 32}","OrderedDict([('r', 36), ('move', 32), ('cz', 18), ('measure', 4), ('barrier', 1)])","{'0001': 478, '0010': 470, '0111': 479, '1011': 476, '1000': 427, '1001': 280, '0101': 320, '0011': 1249, '0000': 985, '1100': 1323, '1101': 571, '1111': 1380, '1110': 589, '0110': 284, '0100': 435, '1010': 254}"
2025-12-04 16:55:01,019aea49-a579-7cb1-94a0-12fe1d0db2ee,HeHp_r2,0.59826667,sto3g,1,2,4,64,86,10000,36,50,0,-2.7684878396695054,-2.768487839837991,-2.7684878396695045,1.6848566986027436e-10,8.881784197001252e-16,16,4,4,4.0,16,1.0,1.0,0.25,10,1,100000000.0,200,0.19611725599997953,0.11632441399933668,16.087912434999907,0.11525706500015076,0.00021446499977173517,0.5,16.515825634999146,659.456,Anurag-Legion,"{'shots': 10000, 'timestamps': {'received': '2025-12-04T16:54:46.500103Z', 'validation_started': '2025-12-04T16:54:46.508865Z', 'fetch_calibration_started': '2025-12-04T16:54:46.514793Z', 'fetch_calibration_ended': '2025-12-04T16:54:46.556843Z', 'compilation_started': '2025-12-04T16:54:46.563857Z', 'compilation_ended': '2025-12-04T16:54:46.711179Z', 'save_sweep_metadata_ended': '2025-12-04T16:54:47.875403Z', 'pending_execution': '2025-12-04T16:54:47.889390Z', 'execution_started': '2025-12-04T16:54:47.908799Z', 'execution_ended': '2025-12-04T16:54:52.303701Z', 'post_processing_pending': '2025-12-04T16:54:52.322323Z', 'post_processing_started': '2025-12-04T16:54:52.324288Z', 'ready': '2025-12-04T16:54:52.433519Z'}}","{'r': 36, 'cz': 18, 'move': 32}","OrderedDict([('r', 36), ('move', 32), ('cz', 18), ('measure', 4), ('barrier', 1)])","{'1000': 509, '0011': 1165, '1001': 332, '1100': 1286, '1101': 572, '1111': 1371, '1011': 583, '1010': 283, '0101': 309, '0001': 469, '0000': 1055, '0111': 474, '0110': 250, '1110': 498, '0100': 425, '0010': 419}"
2025-12-04 16:55:15,019aea49-e6c0-7ac0-988c-67db5f4bdd31,HeHp_r2,0.59826667,sto3g,2,2,4,64,86,10000,36,50,0,-2.7684878396695054,-2.768487839837991,-2.7684878396695045,1.6848566986027436e-10,8.881784197001252e-16,16,4,4,4.0,16,1.0,1.0,0.25,10,1,100000000.0,200,0.19611725599997953,0.11632441399933668,14.467526535000161,0.16837602300029175,0.00018714499992711353,0.5,14.948531372999696,659.456,Anurag-Legion,"{'shots': 10000, 'timestamps': {'received': '2025-12-04T16:55:03.186517Z', 'validation_started': '2025-12-04T16:55:03.192049Z', 'fetch_calibration_started': '2025-12-04T16:55:03.195781Z', 'fetch_calibration_ended': '2025-12-04T16:55:03.221710Z', 'compilation_started': '2025-12-04T16:55:03.226253Z', 'compilation_ended': '2025-12-04T16:55:03.335423Z', 'save_sweep_metadata_ended': '2025-12-04T16:55:04.550488Z', 'pending_execution': '2025-12-04T16:55:04.564726Z', 'execution_started': '2025-12-04T16:55:04.585740Z', 'execution_ended': '2025-12-04T16:55:09.111428Z', 'post_processing_pending': '2025-12-04T16:55:09.136454Z', 'post_processing_started': '2025-12-04T16:55:09.140402Z', 'ready': '2025-12-04T16:55:09.281588Z'}}","{'r': 36, 'cz': 18, 'move': 32}","OrderedDict([('r', 36), ('move', 32), ('cz', 18), ('measure', 4), ('barrier', 1)])","{'1111': 1297, '0001': 491, '1110': 558, '1100': 1172, '0110': 241, '1010': 294, '0101': 280, '1101': 530, '0000': 1081, '1000': 565, '0011': 1246, '1001': 352, '0010': 469, '0111': 459, '1011': 525, '0100': 440}"
2025-12-04 16:55:33,019aea4a-1e80-7163-8c1e-78b1cde15dd9,HeHp_r2,0.59826667,sto3g,3,2,4,64,86,10000,36,50,0,-2.7684878396695054,-2.768487839837991,-2.7684878396695045,1.6848566986027436e-10,8.881784197001252e-16,16,4,4,4.0,16,1.0,1.0,0.25,10,1,100000000.0,200,0.19611725599997953,0.11632441399933668,17.63249424100013,0.10089146000018445,0.0002029249999395688,0.5,18.04603029599957,659.456,Anurag-Legion,"{'shots': 10000, 'timestamps': {'received': '2025-12-04T16:55:17.481218Z', 'validation_started': '2025-12-04T16:55:17.488789Z', 'fetch_calibration_started': '2025-12-04T16:55:17.494428Z', 'fetch_calibration_ended': '2025-12-04T16:55:17.532895Z', 'compilation_started': '2025-12-04T16:55:17.540186Z', 'compilation_ended': '2025-12-04T16:55:17.672879Z', 'save_sweep_metadata_ended': '2025-12-04T16:55:18.939591Z', 'pending_execution': '2025-12-04T16:55:18.946205Z', 'execution_started': '2025-12-04T16:55:18.963528Z', 'execution_ended': '2025-12-04T16:55:23.459264Z', 'post_processing_pending': '2025-12-04T16:55:23.492568Z', 'post_processing_started': '2025-12-04T16:55:23.496418Z', 'ready': '2025-12-04T16:55:23.657805Z'}}","{'r': 36, 'cz': 18, 'move': 32}","OrderedDict([('r', 36), ('move', 32), ('cz', 18), ('measure', 4), ('barrier', 1)])","{'0110': 243, '0000': 1043, '1111': 1516, '0011': 1165, '1001': 333, '1100': 1196, '0101': 271, '0001': 503, '1101': 567, '0010': 464, '1110': 554, '0100': 447, '1011': 512, '1000': 466, '0111': 459, '1010': 261}"
2025-12-04 16:55:52,019aea4a-699e-76c0-9c60-a89974701b3a,HeHp_r3,0.64653333,sto3g,1,2,4,64,85,10000,35,50,0,-2.8041291794796055,-2.804129180806925,-2.8041291794796064,1.3273195875740385e-09,8.881784197001252e-16,16,4,4,4.0,16,1.0,1.0,0.25,10,1,100000000.0,200,0.15560271200001807,0.10285131299997374,18.570605359000183,0.15503115100000286,0.0002749299997049093,0.5,18.984365464999883,659.456,Anurag-Legion,"{'shots': 10000, 'timestamps': {'received': '2025-12-04T16:55:36.677067Z', 'validation_started': '2025-12-04T16:55:36.684792Z', 'fetch_calibration_started': '2025-12-04T16:55:36.688594Z', 'fetch_calibration_ended': '2025-12-04T16:55:36.716751Z', 'compilation_started': '2025-12-04T16:55:36.721976Z', 'compilation_ended': '2025-12-04T16:55:36.855401Z', 'save_sweep_metadata_ended': '2025-12-04T16:55:38.075311Z', 'pending_execution': '2025-12-04T16:55:38.090225Z', 'execution_started': '2025-12-04T16:55:38.111523Z', 'execution_ended': '2025-12-04T16:55:42.508303Z', 'post_processing_pending': '2025-12-04T16:55:42.540925Z', 'post_processing_started': '2025-12-04T16:55:42.544256Z', 'ready': '2025-12-04T16:55:42.647049Z'}}","{'r': 35, 'cz': 18, 'move': 32}","OrderedDict([('r', 35), ('move', 32), ('cz', 18), ('measure', 4), ('barrier', 1)])","{'1110': 605, '0101': 320, '1101': 577, '1000': 500, '1111': 1248, '1010': 273, '0000': 1055, '1011': 446, '1100': 1303, '0011': 1130, '0111': 442, '0010': 521, '0110': 275, '1001': 338, '0001': 507, '0100': 460}"
2025-12-04 16:56:11,019aea4a-af59-7103-8c6b-8a0c644f6efc,HeHp_r3,0.64653333,sto3g,2,2,4,64,85,10000,35,50,0,-2.8041291794796055,-2.804129180806925,-2.8041291794796064,1.3273195875740385e-09,8.881784197001252e-16,16,4,4,4.0,16,1.0,1.0,0.25,10,1,100000000.0,200,0.15560271200001807,0.10285131299997374,18.04877384800011,0.14147362799985785,0.00024819600002956577,0.5,18.44894969699999,659.456,Anurag-Legion,"{'shots': 10000, 'timestamps': {'received': '2025-12-04T16:55:54.542139Z', 'validation_started': '2025-12-04T16:55:54.549799Z', 'fetch_calibration_started': '2025-12-04T16:55:54.555828Z', 'fetch_calibration_ended': '2025-12-04T16:55:54.594400Z', 'compilation_started': '2025-12-04T16:55:54.602980Z', 'compilation_ended': '2025-12-04T16:55:54.715670Z', 'save_sweep_metadata_ended': '2025-12-04T16:55:55.936680Z', 'pending_execution': '2025-12-04T16:55:55.949624Z', 'execution_started': '2025-12-04T16:55:55.971618Z', 'execution_ended': '2025-12-04T16:56:00.482393Z', 'post_processing_pending': '2025-12-04T16:56:00.506885Z', 'post_processing_started': '2025-12-04T16:56:00.510164Z', 'ready': '2025-12-04T16:56:00.711369Z'}}","{'r': 35, 'cz': 18, 'move': 32}","OrderedDict([('r', 35), ('move', 32), ('cz', 18), ('measure', 4), ('barrier', 1)])","{'1100': 1274, '0100': 428, '1111': 1331, '0010': 474, '0001': 487, '0000': 1128, '0011': 1143, '0101': 325, '1000': 525, '1011': 500, '0111': 445, '1110': 588, '0110': 273, '1101': 512, '1001': 299, '1010': 268}"
2025-12-04 16:56:26,019aea4a-f69d-7262-804a-5ff696ff7c81,HeHp_r3,0.64653333,sto3g,3,2,4,64,85,10000,35,50,0,-2.8041291794796055,-2.804129180806925,-2.8041291794796064,1.3273195875740385e-09,8.881784197001252e-16,16,4,4,4.0,16,1.0,1.0,0.25,10,1,100000000.0,200,0.15560271200001807,0.10285131299997374,15.284676888000376,0.10827101999984734,0.00020472999995035934,0.5,15.651606663000166,659.456,Anurag-Legion,"{'shots': 10000, 'timestamps': {'received': '2025-12-04T16:56:12.951519Z', 'validation_started': '2025-12-04T16:56:12.971206Z', 'fetch_calibration_started': '2025-12-04T16:56:12.976778Z', 'fetch_calibration_ended': '2025-12-04T16:56:13.017013Z', 'compilation_started': '2025-12-04T16:56:13.027220Z', 'compilation_ended': '2025-12-04T16:56:13.120794Z', 'save_sweep_metadata_ended': '2025-12-04T16:56:14.414453Z', 'pending_execution': '2025-12-04T16:56:14.428160Z', 'execution_started': '2025-12-04T16:56:14.446762Z', 'execution_ended': '2025-12-04T16:56:18.986499Z', 'post_processing_pending': '2025-12-04T16:56:19.024417Z', 'post_processing_started': '2025-12-04T16:56:19.028621Z', 'ready': '2025-12-04T16:56:19.049455Z'}}","{'r': 35, 'cz': 18, 'move': 32}","OrderedDict([('r', 35), ('move', 32), ('cz', 18), ('measure', 4), ('barrier', 1)])","{'1100': 1285, '0001': 487, '1101': 589, '0111': 459, '1110': 589, '0100': 490, '0101': 299, '1001': 334, '0011': 1026, '1111': 1263, '1011': 501, '1010': 319, '0010': 498, '0000': 1105, '0110': 285, '1000': 471}"
2025-12-04 16:56:42,019aea4b-3393-7e20-a920-d6cce035cd11,HeHp_r4,0.6948,sto3g,1,2,4,64,87,10000,37,50,0,-2.8284061426150284,-2.828406145508593,-2.8284061426150284,2.8935644991179288e-09,0.0,16,4,4,4.0,16,1.0,1.0,0.25,10,1,100000000.0,200,0.171040868000091,0.09903598500022781,15.767144060000192,0.10632606200033479,0.00018850800006475765,0.5,16.14373548300091,659.451904,Anurag-Legion,"{'shots': 10000, 'timestamps': {'received': '2025-12-04T16:56:28.405984Z', 'validation_started': '2025-12-04T16:56:28.415132Z', 'fetch_calibration_started': '2025-12-04T16:56:28.422658Z', 'fetch_calibration_ended': '2025-12-04T16:56:28.465949Z', 'compilation_started': '2025-12-04T16:56:28.475244Z', 'compilation_ended': '2025-12-04T16:56:28.572626Z', 'save_sweep_metadata_ended': '2025-12-04T16:56:29.839148Z', 'pending_execution': '2025-12-04T16:56:29.853445Z', 'execution_started': '2025-12-04T16:56:29.876246Z', 'execution_ended': '2025-12-04T16:56:34.502429Z', 'post_processing_pending': '2025-12-04T16:56:34.543269Z', 'post_processing_started': '2025-12-04T16:56:34.546581Z', 'ready': '2025-12-04T16:56:34.732570Z'}}","{'r': 37, 'cz': 18, 'move': 32}","OrderedDict([('r', 37), ('move', 32), ('cz', 18), ('measure', 4), ('barrier', 1)])","{'0111': 508, '1011': 605, '1100': 1179, '0011': 1203, '1111': 1197, '0100': 469, '0001': 516, '1000': 547, '1101': 562, '0110': 283, '0000': 1101, '1110': 480, '1001': 377, '0101': 327, '0010': 399, '1010': 247}"
